shop_id,2016/10/18  view,2016/10/19  view,2016/10/20  view,2016/10/21  view,2016/10/22  view,2016/10/23  view,2016/10/24  view
182,11,13,24,15,17,26,16
183,13,11,12,18,19,7,17
184,31,17,14,19,23,24,9
185,3,3,5,3,7,4,6
186,22,18,17,18,26,24,14
187,25,33,33,21,16,15,12
188,6,9,8,7,5,10,10
189,14,13,22,16,21,22,23
190,13,6,8,8,7,12,6
191,12,38,12,5,8,7,11
192,19,18,17,22,15,28,21
193,17,23,14,7,12,9,19
194,1,1,2,1,1,1,0
195,149,150,186,193,234,290,158
196,5,11,2,7,2,11,7
197,2,2,2,3,12,3,6
198,5,1,5,1,11,5,1
199,4,2,3,4,6,2,6
200,20,20,12,7,15,23,9
201,0,2,0,1,1,1,0
202,7,1,4,3,4,2,3
203,13,10,11,16,11,13,12
204,53,53,69,42,41,30,36
205,10,13,7,8,10,5,6
206,19,30,32,38,34,30,39
207,7,11,11,17,15,20,11
208,0,2,3,0,2,5,1
209,8,6,7,4,4,7,7
210,22,30,38,36,39,43,27
211,20,24,24,58,18,22,17
212,29,26,27,28,37,33,25
213,5,5,4,4,5,1,1
214,22,20,17,13,18,22,14
215,5,9,2,5,14,7,4
216,5,4,6,3,10,6,5
217,65,63,74,105,72,67,40
218,1,1,1,0,1,3,0
219,0,0,4,3,1,0,0
220,75,80,68,29,23,9,42
221,9,15,18,15,8,7,8
222,7,8,8,13,7,6,7
223,12,12,19,30,21,25,11
224,2,1,2,2,2,1,3
225,3,4,3,2,2,3,3
226,9,7,4,6,11,13,7
227,15,8,6,7,8,10,4
228,1,1,2,1,3,0,1
229,41,31,30,30,26,19,21
230,3,1,0,1,1,0,0
231,4,5,7,3,7,8,5
232,2,1,2,1,0,2,3
233,7,7,14,20,12,10,8
234,16,13,17,15,14,15,12
235,11,18,20,15,12,11,14
236,42,64,34,44,29,36,42
237,9,2,6,4,6,12,17
238,18,21,15,10,21,16,10
239,38,72,67,55,57,69,66
240,19,31,23,18,13,14,20
241,10,11,4,1,12,5,6
242,14,5,9,2,8,4,9
243,33,39,29,38,55,45,48
244,10,18,16,17,13,10,7
245,9,4,3,3,6,4,4
246,2,1,1,0,1,1,0
247,0,0,0,0,0,0,0
248,4,3,3,2,3,7,2
249,6,7,6,4,3,5,5
250,14,20,20,22,26,26,24
251,3,0,5,5,2,4,2
252,39,44,33,60,47,65,31
253,55,49,70,71,80,74,34
254,6,4,5,3,4,6,4
255,8,1,3,11,8,7,5
256,45,50,60,59,70,32,39
257,0,1,0,1,1,3,0
258,20,26,21,29,25,40,13
259,7,6,9,6,4,6,5
260,18,13,8,12,15,20,11
261,16,22,11,22,34,33,14
262,30,16,17,20,22,29,17
263,2,3,0,2,1,1,2
264,4,4,3,2,2,5,3
265,51,52,42,75,54,73,73
266,6,9,5,10,11,4,4
267,10,13,8,9,8,11,3
268,1,2,0,1,5,3,0
269,7,14,12,7,11,11,8
270,6,15,9,9,2,5,3
271,3,4,9,2,2,3,5
272,9,18,14,14,22,7,14
273,15,12,13,12,9,15,12
274,20,24,10,14,11,16,15
275,8,7,4,9,7,9,6
276,5,9,7,9,10,5,6
277,15,15,24,25,14,22,25
278,44,44,43,40,62,59,49
279,31,32,20,30,20,36,29
280,1,4,5,11,6,4,4
281,26,16,20,19,35,26,19
282,0,2,5,2,0,1,1
283,126,129,133,142,141,118,144
284,0,0,0,1,1,0,1
285,13,17,18,19,5,10,14
286,4,2,6,1,2,1,4
287,32,48,42,41,54,37,28
288,4,2,6,1,10,6,0
289,0,6,3,3,4,5,4
290,1,0,1,0,3,0,2
291,6,4,4,5,2,2,1
292,2,1,2,3,1,1,4
293,10,11,5,8,13,6,6
294,9,2,13,16,8,2,2
295,14,5,6,6,4,5,7
296,29,26,36,35,41,33,36
297,19,12,13,14,13,16,14
298,36,20,30,32,53,26,31
299,23,12,23,28,36,31,31
300,4,2,3,5,9,2,4
301,0,2,2,2,0,2,1
302,3,2,2,0,0,1,0
303,6,15,17,14,16,11,5
304,40,34,35,37,35,38,42
305,23,28,29,34,28,22,23
306,2,6,5,3,6,6,5
307,10,18,19,16,16,16,19
308,6,5,2,6,3,7,1
309,9,7,4,12,7,11,10
310,10,18,12,15,27,28,18
311,8,3,5,11,5,0,1
312,23,28,30,37,29,29,34
313,6,4,5,13,11,5,7
314,3,5,3,3,1,1,3
315,13,25,16,16,17,11,20
316,1,1,4,3,2,1,0
317,3,0,1,1,2,1,0
318,17,14,16,15,15,17,17
319,10,7,6,17,11,10,2
320,48,42,44,55,69,73,58
321,1,7,6,5,4,2,12
322,4,6,7,5,10,6,13
323,19,17,8,24,26,13,7
324,2,6,13,6,3,0,6
325,13,21,12,20,15,11,20
326,237,232,225,236,269,261,210
327,3,2,4,3,6,7,1
328,10,17,16,9,12,9,11
329,2,0,1,0,1,2,0
330,30,40,33,50,55,71,22
331,4,3,6,4,2,2,2
332,21,16,12,20,25,25,18
333,3,3,7,2,7,8,3
334,2,4,3,2,7,5,3
335,32,36,39,44,15,35,95
336,279,254,232,255,283,243,185
337,24,8,14,8,14,21,4
338,24,27,10,17,44,32,12
339,9,12,17,2,11,10,13
340,2,4,1,2,2,1,3
341,22,29,19,22,23,43,13
342,4,5,2,7,6,2,10
343,37,40,43,51,24,24,32
344,40,23,31,28,42,25,30
345,16,16,25,8,15,19,11
346,5,1,4,5,3,6,3
347,30,97,57,41,45,33,36
348,7,15,17,10,13,11,6
349,1,0,1,2,0,1,0
350,1,0,0,1,1,0,0
351,8,6,2,6,2,6,5
352,6,4,5,5,1,0,6
353,3,2,2,3,5,4,4
354,2,0,2,0,1,3,1
355,14,15,17,13,9,12,7
356,32,34,29,28,20,32,21
357,1,0,1,0,1,1,1
358,11,8,5,12,14,17,4
359,13,10,13,7,15,11,5
360,19,11,20,17,19,14,12
361,3,2,8,7,6,1,1
362,13,6,7,9,12,13,9
363,3,5,3,4,3,0,4
364,180,172,126,146,151,162,182
365,18,27,24,22,31,25,26
366,2,0,1,0,1,0,2
367,0,0,0,0,0,0,0
368,2,1,0,1,1,2,2
369,31,38,32,40,48,49,26
370,4,8,12,8,10,12,8
371,1,6,7,1,4,6,3
372,3,1,1,0,3,0,2
373,11,22,14,17,10,18,16
374,4,0,0,0,0,1,1
375,133,116,114,98,98,118,85
376,15,13,12,12,20,15,9
377,2,1,1,12,2,4,3
378,16,13,16,19,15,31,22
379,5,9,9,6,11,10,1
380,30,24,23,33,57,26,31
381,4,3,2,2,4,1,1
382,25,9,24,20,18,16,17
383,16,14,13,10,11,2,3
384,11,5,9,8,12,9,6
385,26,24,30,18,16,27,8
386,11,5,14,15,22,18,9
387,5,4,7,7,7,8,2
388,7,5,7,9,5,3,6
389,8,11,6,19,7,12,5
390,4,0,7,8,3,6,1
391,11,13,12,12,15,9,5
392,0,12,2,5,0,5,8
393,9,13,7,9,8,9,7
394,14,19,19,21,9,13,13
395,13,22,24,13,11,20,10
396,7,3,6,5,3,8,2
397,4,10,10,4,14,11,14
398,8,11,12,14,9,7,4
399,19,16,11,8,21,16,13
400,8,1,0,0,0,1,3
401,5,1,5,6,2,5,4
402,6,2,5,3,7,8,3
403,174,166,157,172,186,171,158
404,33,37,27,39,91,37,23
405,1,2,1,0,0,0,2
406,3,4,3,3,5,2,5
407,15,16,18,15,14,23,12
408,43,66,74,61,61,62,43
409,7,2,3,5,2,2,2
410,3,1,5,5,7,0,3
411,3,1,2,2,2,0,0
412,7,17,12,5,8,4,5
413,2,12,8,10,4,3,3
414,24,26,31,16,33,28,16
415,1,2,0,0,0,0,0
416,38,37,24,46,38,39,28
417,7,10,7,6,15,16,7
418,23,19,14,38,44,46,13
419,16,14,5,7,9,7,6
420,1,5,1,2,0,1,0
421,60,45,49,42,50,37,40
422,16,12,15,13,12,9,11
423,5,9,9,4,5,6,4
424,3,3,7,4,5,8,11
425,93,70,94,101,113,103,91
426,18,6,8,11,11,9,16
427,3,7,6,3,9,4,10
428,8,9,7,9,9,7,5
429,5,16,6,19,16,9,19
430,12,5,1,10,5,3,0
431,40,58,61,72,58,72,48
432,6,7,7,16,8,9,9
433,1,1,4,3,0,1,2
434,10,8,13,10,8,2,13
435,12,13,12,23,22,16,17
436,49,57,59,34,33,35,41
437,10,11,10,13,15,12,7
438,4,7,7,6,3,4,7
439,10,8,10,12,10,11,7
440,3,0,1,3,1,1,0
441,11,3,7,18,18,8,5
442,11,8,8,24,18,14,10
443,4,4,4,1,13,9,3
444,2,0,1,2,4,1,1
445,17,22,19,14,7,20,21
446,14,19,15,16,18,16,9
447,95,87,86,82,93,84,118
448,0,1,1,0,1,0,0
449,6,5,1,4,4,2,5
450,0,0,0,0,0,3,2
451,98,101,71,89,153,97,85
452,0,0,3,0,0,1,1
453,2,6,3,1,2,6,4
454,5,3,2,4,4,2,2
455,4,9,16,16,24,29,18
456,28,29,32,38,29,38,30
457,6,2,0,4,1,3,2
458,11,15,21,22,20,17,10
459,29,51,32,49,72,54,39
460,4,4,0,3,6,2,5
461,1,3,12,11,9,6,8
462,3,9,7,9,12,16,4
463,1,4,5,2,2,5,1
464,9,5,2,10,8,7,5
465,8,7,4,8,21,7,6
466,10,7,10,16,13,19,14
467,19,20,29,18,26,30,30
468,10,19,14,14,18,20,13
469,1,0,0,0,2,1,2
470,1,3,0,2,4,2,1
471,4,6,3,3,2,3,4
472,26,25,30,29,38,33,40
473,5,0,1,0,0,0,1
474,0,1,1,1,2,0,2
475,12,10,14,17,6,10,59
476,1,4,3,2,2,3,0
477,12,5,9,4,16,9,8
478,3,8,1,6,7,0,1
479,0,3,0,0,1,0,1
480,9,7,8,2,8,5,12
481,6,7,3,2,2,11,3
482,26,14,17,15,23,21,16
483,4,1,1,2,0,2,10
484,10,9,10,16,19,24,5
485,3,2,4,0,6,5,7
486,1,1,0,1,2,2,0
487,2,0,1,2,5,1,2
488,0,1,0,0,0,0,1
489,0,0,0,1,0,2,1
490,32,13,12,22,30,21,21
491,3,2,1,4,5,1,7
492,4,8,9,6,7,3,1
493,2,4,0,4,1,2,4
494,14,18,25,10,23,20,25
495,8,7,8,8,15,10,4
496,29,51,39,25,17,15,14
497,38,41,33,42,25,28,22
498,1,0,3,3,1,1,2
499,15,12,22,14,18,36,16
500,168,174,165,507,1448,232,65
501,26,16,19,22,19,20,25
502,20,12,16,15,42,28,13
503,9,21,17,10,12,12,6
504,1,3,5,2,0,1,1
505,5,4,1,4,6,4,3
506,14,10,14,5,16,14,10
507,5,6,8,2,2,3,1
508,0,1,0,0,0,1,2
509,55,43,39,38,25,41,50
510,0,2,0,1,0,1,0
511,41,34,27,23,41,51,28
512,6,9,3,1,8,2,7
513,14,11,15,5,14,12,7
514,8,0,6,1,0,0,3
515,3,3,2,1,3,6,3
516,7,9,2,4,4,4,7
517,41,24,28,45,62,50,21
518,5,3,9,9,5,6,10
519,27,25,24,31,25,15,24
520,55,58,53,67,51,52,56
521,14,14,6,9,7,7,7
522,163,173,151,166,237,295,222
523,5,3,6,5,3,2,3
524,2,9,8,3,1,2,1
525,4,1,1,3,3,2,2
526,20,17,17,13,24,16,13
527,4,2,9,8,7,7,7
528,15,19,12,17,28,18,13
529,5,4,4,6,5,1,4
530,13,8,7,11,9,9,7
531,21,33,23,21,29,28,21
532,3,3,1,3,1,2,1
533,2,2,1,4,1,1,3
534,6,2,0,5,2,6,1
535,19,14,16,20,15,8,7
536,1,0,0,0,0,0,0
537,28,62,45,57,35,51,45
538,0,1,2,2,0,2,4
539,15,23,10,20,22,18,20
540,1,1,2,1,3,2,3
541,5,11,2,5,8,7,4
542,5,3,7,7,5,5,5
543,4,7,3,4,4,3,2
544,9,9,6,7,15,15,11
545,5,3,6,9,10,7,9
546,17,10,24,18,12,23,14
547,3,4,5,1,3,2,2
548,8,9,3,7,13,7,5
549,10,17,11,27,42,37,28
550,13,20,19,24,31,17,17
551,7,11,8,9,11,9,5
552,7,11,5,6,7,6,11
553,6,5,6,8,6,8,11
554,113,103,104,92,123,139,98
555,5,11,12,13,6,11,8
556,6,5,4,3,9,7,3
557,21,22,16,18,16,10,11
558,2,8,2,5,2,2,2
559,7,8,13,12,8,3,10
560,36,25,36,40,38,41,28
561,0,0,0,2,1,0,1
562,4,2,3,9,2,4,2
563,13,10,28,15,9,17,11
564,25,43,39,49,60,46,27
565,15,32,14,18,27,26,12
566,16,11,13,13,24,15,11
567,0,1,0,1,0,1,0
568,18,32,17,40,24,35,18
569,1,2,3,3,1,2,3
570,26,18,31,22,22,34,11
571,6,2,6,4,0,3,2
572,12,12,12,18,8,7,14
573,4,7,6,8,8,11,4
574,0,8,2,1,3,0,2
575,9,4,6,9,4,6,7
576,2,7,6,6,10,14,10
577,37,38,39,35,30,35,20
578,0,0,3,1,0,0,0
579,8,3,3,7,9,5,5
580,42,46,41,48,72,44,32
581,0,0,0,1,1,1,0
582,5,5,2,0,4,3,5
583,2,7,11,11,16,10,12
584,26,31,30,46,46,28,39
585,8,2,6,3,4,1,4
586,0,5,0,2,0,2,2
587,11,17,15,15,20,15,8
588,12,15,14,14,16,12,7
589,12,14,10,13,21,15,17
590,0,1,0,2,0,1,2
591,23,12,19,18,20,11,20
592,25,29,22,34,40,34,36
593,2,8,12,8,9,1,6
594,4,5,4,6,7,6,5
595,6,5,7,5,3,1,3
596,15,15,7,12,12,12,7
597,6,8,5,3,8,10,1
598,1,0,3,1,3,0,1
599,1,1,1,0,1,0,0
600,3,9,3,11,10,5,6
601,3,6,1,7,1,5,2
602,1,1,0,0,0,0,0
603,2,0,1,0,1,1,0
604,5,2,3,2,3,4,3
605,9,17,16,14,13,7,9
606,35,33,30,38,46,25,18
607,4,8,7,2,2,2,5
608,1,2,0,5,0,2,1
609,0,0,0,0,1,1,0
610,10,8,17,13,20,31,10
611,2,0,0,1,2,2,3
612,4,6,8,5,5,3,5
613,7,4,7,15,24,19,17
614,40,61,64,63,61,77,38
615,23,22,31,34,27,23,24
616,49,38,27,45,39,30,27
617,0,5,3,2,1,1,2
618,18,10,9,2,0,0,0
619,97,92,77,115,96,98,83
620,10,9,14,9,17,9,7
621,4,2,2,6,0,2,4
622,13,11,19,20,32,20,15
623,9,10,6,10,5,10,11
624,3,5,1,3,5,3,0
625,8,7,13,6,9,10,9
626,4,6,3,3,3,4,1
627,0,0,0,1,1,0,0
628,15,14,10,19,21,14,5
629,7,6,3,10,13,9,6
630,3,2,1,8,5,13,3
631,0,0,1,0,2,0,0
632,0,2,0,1,5,1,5
633,3,5,7,1,6,6,5
634,1,1,2,1,0,4,0
635,2,1,2,1,3,1,2
636,9,6,8,6,8,6,3
637,7,5,7,3,2,3,7
638,27,29,16,22,20,16,13
639,12,15,10,10,8,14,16
640,22,38,29,41,26,31,22
641,2,0,1,0,0,2,1
642,6,7,3,10,10,8,10
643,5,2,9,5,7,11,3
644,6,5,8,5,3,4,9
645,4,1,2,1,2,1,1
646,3,3,5,1,6,1,6
647,109,120,114,145,124,113,86
648,1,0,3,4,4,1,3
649,1,2,1,1,1,3,1
650,6,6,6,9,4,11,6
651,6,11,11,8,6,8,6
652,15,5,6,13,13,12,4
653,2,6,2,7,3,5,2
654,13,5,12,6,8,4,14
655,8,7,7,7,5,4,3
656,11,7,12,14,7,9,8
657,4,4,3,2,10,8,5
658,9,14,10,16,5,8,4
659,6,10,4,7,7,3,4
660,0,0,1,1,1,6,1
661,22,15,24,19,17,13,20
662,5,4,5,8,2,2,2
663,4,1,2,5,2,2,7
664,15,10,12,24,15,18,13
665,54,51,43,29,45,44,25
666,18,10,9,18,6,16,8
667,12,22,13,7,13,22,8
668,24,13,22,25,27,11,11
669,42,56,28,47,33,47,35
670,12,5,5,9,15,13,8
671,52,43,31,59,72,42,23
672,10,5,7,11,7,11,14
673,11,9,18,9,22,11,6
674,15,14,10,13,14,5,6
675,40,54,56,78,44,80,64
676,14,18,7,20,23,37,15
677,8,6,8,12,11,16,10
678,0,0,0,2,0,0,1
679,28,22,29,21,31,29,31
680,5,5,8,9,3,7,3
681,19,25,26,19,27,31,21
682,3,11,10,11,9,3,0
683,19,15,23,24,29,25,13
684,9,9,6,10,7,6,6
685,0,7,1,1,3,4,2
686,8,2,6,9,4,11,10
687,8,14,10,13,12,11,14
688,0,1,5,1,3,0,1
689,7,6,13,7,10,12,2
690,7,5,5,3,5,2,3
691,5,3,1,4,0,3,4
692,26,18,34,27,23,19,24
693,0,2,4,6,1,3,1
694,1,1,2,0,1,1,0
695,104,98,111,133,207,170,82
696,0,1,0,0,1,0,10
697,6,5,10,6,6,4,3
698,0,0,2,1,1,1,1
699,1,3,0,7,0,8,2
700,1,0,3,0,1,0,0
701,6,7,2,5,4,6,2
702,15,9,9,2,13,7,2
703,0,0,0,0,0,0,0
704,8,8,7,7,6,3,4
705,13,13,10,12,18,20,20
706,4,10,7,4,5,8,2
707,4,6,3,5,4,6,1
708,6,20,9,7,9,10,12
709,10,9,7,3,11,5,8
710,8,21,10,19,19,13,8
711,14,9,12,14,2,4,10
712,23,24,16,37,33,10,14
713,12,5,8,15,12,10,5
714,14,23,21,14,26,15,9
715,56,36,42,70,48,53,35
716,17,7,11,6,5,2,9
717,8,7,6,6,9,8,9
718,3,11,1,7,4,4,2
719,9,4,7,4,9,6,7
720,1,5,1,2,0,5,1
721,11,5,5,8,11,3,9
722,4,7,3,1,2,0,2
723,5,3,3,5,3,1,3
724,21,23,22,37,16,20,30
725,11,12,7,9,8,3,7
726,5,12,8,4,3,8,10
727,51,56,41,61,56,75,38
728,3,0,4,2,2,2,2
729,46,42,28,46,36,54,37
730,2,1,4,2,5,4,5
731,21,16,14,16,9,9,10
732,8,15,6,4,13,11,10
733,3,2,1,2,7,3,2
734,37,27,43,28,33,19,14
735,14,14,24,22,8,23,14
736,0,0,2,2,3,1,1
737,65,64,64,56,69,47,46
738,7,16,14,10,20,19,23
739,8,13,10,6,15,5,1
740,13,13,8,8,7,12,4
741,3,1,4,2,2,6,1
742,28,29,28,32,29,16,27
743,2,1,2,1,0,1,1
744,15,18,12,17,21,17,14
745,1,1,2,2,1,8,2
746,33,35,33,35,33,43,42
747,27,24,20,40,31,27,34
748,17,19,13,10,8,11,16
749,1,1,1,1,1,0,0
750,37,31,20,35,37,20,15
751,5,13,4,5,14,7,6
752,8,8,8,5,15,12,6
753,8,6,18,10,6,5,3
754,1,1,2,1,1,2,1
755,23,12,17,29,29,25,18
756,12,6,13,5,7,11,8
757,13,21,17,30,24,27,20
758,1,0,0,1,0,1,0
759,1,6,3,7,4,4,5
760,4,3,4,7,1,4,3
761,13,11,2,8,6,3,8
762,2,2,7,3,2,6,4
763,30,39,32,31,28,16,26
764,5,3,6,3,3,9,5
765,6,2,1,2,2,5,2
766,6,2,3,3,5,2,5
767,88,59,69,126,74,63,52
768,2,7,8,10,6,4,2
769,8,21,25,17,24,14,6
770,5,1,6,5,2,4,3
771,21,22,27,16,26,31,27
772,31,33,23,42,29,56,25
773,20,36,18,30,34,30,27
774,50,53,67,60,63,41,42
775,30,17,27,20,17,16,14
776,15,22,20,21,17,38,9
777,6,4,5,2,4,3,2
778,6,4,3,1,7,3,4
779,8,16,13,15,3,19,8
780,3,2,9,6,1,4,7
781,46,31,35,40,58,44,35
782,25,33,26,35,15,22,24
783,12,10,4,4,6,4,3
784,17,16,19,22,25,15,21
785,9,4,3,2,3,7,3
786,11,13,18,16,10,9,15
787,30,29,26,27,39,38,25
788,4,3,4,4,7,7,3
789,9,48,14,15,7,8,11
790,3,5,3,4,4,3,3
791,11,14,8,14,9,18,17
792,0,1,4,2,2,1,0
793,3,4,2,1,5,4,5
794,4,4,3,3,3,1,0
795,1,0,1,3,0,1,3
796,1,6,5,3,5,6,1
797,19,29,20,20,23,35,18
798,7,8,2,1,6,6,11
799,553,619,594,639,666,708,520
800,1,3,12,3,4,4,2
801,4,3,9,4,3,4,1
802,17,24,37,27,38,35,22
803,2,1,4,4,1,1,3
804,32,37,55,28,39,33,38
805,2,1,1,0,1,0,3
806,5,8,8,5,16,12,5
807,37,25,14,9,21,29,27
808,35,20,43,54,43,65,47
809,2,2,3,0,1,1,1
810,1,0,0,0,2,1,0
811,5,18,13,9,9,12,5
812,4,3,8,9,3,4,2
813,10,6,13,6,3,8,4
814,6,3,4,4,11,7,6
815,5,4,9,6,5,4,4
816,32,34,56,55,38,50,37
817,5,10,10,12,7,14,7
818,3,3,4,1,1,1,3
819,12,8,13,7,6,6,8
820,7,8,10,10,8,7,8
821,1,0,0,0,1,3,0
822,26,21,16,13,15,31,13
823,4,2,2,0,6,6,1
824,2,8,5,5,6,8,4
825,2,2,2,5,4,4,1
826,5,5,9,15,7,10,3
827,0,2,0,1,1,0,0
828,3,2,7,5,4,5,0
829,6,6,9,14,6,4,6
830,6,9,6,10,16,15,10
831,16,16,10,15,7,10,6
832,0,1,0,0,3,0,0
833,12,5,6,8,9,3,13
834,4,2,10,8,11,11,5
835,23,5,7,5,1,7,2
836,12,15,20,29,16,22,5
837,2,5,4,3,6,3,1
838,0,0,1,0,0,0,2
839,55,43,43,58,75,47,51
840,8,13,10,14,15,23,12
841,3,2,0,1,1,2,2
842,7,23,7,7,12,10,5
843,17,13,14,12,18,16,12
844,98,98,118,106,147,117,75
845,5,5,3,2,5,6,0
846,8,7,8,12,12,10,5
847,2,2,4,8,5,5,7
848,24,27,34,25,10,10,15
849,1,0,2,1,2,3,2
850,32,17,29,25,15,28,15
851,3,1,3,6,0,1,4
852,120,143,117,148,297,225,106
853,12,14,20,19,23,19,6
854,15,8,16,6,16,12,7
855,7,4,3,3,7,4,6
856,2,0,2,1,1,2,2
857,35,36,28,28,24,43,18
858,2,6,8,3,6,8,4
859,2,3,2,1,0,3,2
860,2,3,1,4,4,2,3
861,12,8,9,17,11,16,6
862,5,9,3,3,7,5,4
863,3,1,2,2,3,2,1
864,21,14,31,22,28,23,11
865,6,6,7,11,16,15,14
866,3,7,4,2,2,1,3
